# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-108.38109910841796,0.0,5.156568134892298,0.19392742883264283,0.0,0.0
 0.05279669938234641,0.006968728664174643,0.131991748455866,2.4999999999999996,-108.38109910841796,0.0,5.156568134892298,0.19392742883264283,0.0,0.0
 0.07459728357272251,0.013911886791072936,0.31848495738767224,8.55450511340581,-110.43633992562889,0.0,5.159288347693505,0.1938251814219798,-94.27457536290366,-4324.405921402845
 0.09129878530514003,0.02083867049548513,0.4147401721946562,5.763267061198043,-112.48646447252554,0.0,5.141339542784093,0.1945018397789944,-122.75091065118761,-1705.0164556766492
 0.10537193295609115,0.027758110637257416,0.49167679565307787,5.4669094197432075,-114.52596207998262,0.0,5.103229353220537,0.1959543518005754,-144.92121151867892,-1575.361917416743
 0.11777782188365951,0.034679038319147565,0.5578743870993772,5.33598130958557,-116.54948406349737,0.0,5.045845287536573,0.19818285005091962,-163.10979368984133,-1466.124860326918
 0.12901170919092977,0.04161005277091258,0.6169738276864725,5.260818358828269,-118.55192326453864,0.0,4.970412417020094,0.2011905484091658,-178.24989215846398,-1347.7167835593648
 0.13936928236922796,0.048559492170283984,0.6709524789003942,5.211515312005815,-120.52848445747713,0.0,4.878438442516837,0.20498362576121587,-190.83246228758549,-1214.8183664765468
 0.14904416504994566,0.05553540783858861,0.7210336185479347,5.176407952455436,-122.47474341329814,0.0,4.77165030794414,0.20957109919290143,-201.1661557095617,-1068.0949591845224
 0.1581714792540359,0.06254554212352477,0.7680391107599531,5.149980723897263,-124.3866931519507,0.0,4.651926804648289,0.21496468925538167,-209.47561307747603,-910.3945785267916
 0.1668500046775949,0.06959731015228357,0.8125537098290753,5.12928140399076,-126.2607766941525,0.0,4.52123143171215,0.2211786799910194,-215.94492736224024,-745.4393424028483
 0.17515454377522124,0.07669778551276471,0.85501137113204,5.112584913363846,-128.09390636864185,0.0,4.381549224798609,0.22822977643163725,-220.73827974550878,-577.1966784572802
 0.18314332071415623,0.08385368980552069,0.8957446612234432,5.09881429945565,-129.88347038372703,0.0,4.234830459242263,0.23613696218169963,-224.00976128941238,-409.5096870159625
 0.19086265837974722,0.0910713859094602,0.9350149477347592,5.0872611372299,-131.62732789221192,0.0,4.082943204048494,0.24492135942729681,-225.90765996131464,-245.86289058996832
 0.19835006904291627,0.0983568747233241,0.9730318185566592,5.077438988208152,-133.32379414627678,0.0,3.9276357676142424,0.2546060936315967,-226.57582579380085,-89.23857158963727
 0.20563637332339918,0.10571579508400096,1.0099661059157872,5.069001504378582,-134.97161754963568,0.0,3.770509240818925,0.26521616474882526,-226.15352583788768,57.958045623254854
 0.21274719882681165,0.11315342652163728,1.0459589303755263,5.061694235425453,-136.56995048362205,0.0,3.6129996605545167,0.27677832658487483,-224.77459659491456,193.91971330352106
 0.2197040686822907,0.12067469448888174,1.081128168772757,5.055325042415769,-138.11831573305986,0.0,3.4563688230118217,0.28932097562684783,-222.56636700172712,317.4171199204348
 0.22652521068979195,0.12828417769513653,1.1155731984302035,5.049745280125696,-139.6165701964358,0.0,3.3017024694777675,0.30287405035565507,-219.6486250730872,427.74977055620167
 0.23322617107318286,0.13598611718364384,1.149378454407437,5.044837462555914,-141.06486736259023,0.0,3.1499144269294215,0.317468941838783,-216.13277549651025,524.6784603131476
 0.2398202883882864,0.14378442680660208,1.182616148653673,5.040506963700286,-142.46361979998383,0.0,3.001755281243473,0.3331384161288962,-212.12125452937119,608.3484377736002
 0.24631906526167274,0.15168270477846044,1.2153483841248978,5.036676302162193,-143.81346265815193,0.0,2.8578242530707234,0.34991654890097007,-207.7072169835459,679.2105086576454
 0.25273246409387423,0.15968424601740355,1.247628823388873,5.0332811210642525,-145.11521894145793,0.0,2.7185831040781694,0.3678386724687178,-202.97447848867776,737.9454511865349
 0.2590691452238798,0.1677920550175793,1.2795040232943853,5.030267304216428,-146.36986709607189,0.0,2.5843710888438647,0.3869413352891812,-197.99767873326243,785.3953281393784
 0.2653366608880416,0.17600885902803898,1.3110145152798112,5.027588868362261,-147.5785112589013,0.0,2.4554201644671045,0.4072622740788757,-192.8426233923166,822.5037825470283
 0.2715416147459388,0.1843371213470797,1.3421956890849578,5.025206394639262,-148.7423543555871,0.0,2.3318698608840798,0.4288403983320368,-187.566760904203,850.2661919715794
 0.27768979424668316,0.19277905457191313,1.3730785224815523,5.02308584075261,-149.86267410534361,0.0,2.2137813821267933,0.45171578732823825,-182.21975295627976,869.6896288203455
 0.28378628132616224,0.20133663367232932,1.403690188932116,5.021197626023586,-150.94080188948126,0.0,2.1011506552434063,0.47592969952178693,-176.8441021988963,881.7620192254686
 0.2898355456345194,0.210011608783149,1.4340545674017,5.0195159149576245,-151.97810436690492,0.0,1.9939201617775582,0.5015245941986518,-171.4758067341513,887.429477552938
 0.2958415235448677,0.2188055176333713,1.4641926729484642,5.0180180474583995,-152.97596766884863,0.0,1.89198947803187,0.5285441656051088,-166.1450169878895,887.5806447900572
 0.30180768548866993,0.22771969755006982,1.4941230225838489,5.0166840788619425,-153.93578397265355,0.0,1.7952245218724967,0.5570333893149793,-160.8766763030976,883.03682240217
 0.30773709363184953,0.23675529699244438,1.5238619478012996,5.015496403575855,-154.85894023777607,0.0,1.7034655504375888,0.5870385812869057,-155.69113186859448,874.5467185401816
