# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-114.45600005090277,0.0,2.896286413835723,0.3452697202952525,0.0,0.0
 0.06996740955220268,0.012238595998614158,0.17491852388050672,2.5,-114.45600005090277,0.0,2.896286413835723,0.3452697202952525,0.0,0.0
 0.09903574353151974,0.024520196242102384,0.422507882709306,8.517493950804546,-116.49060878510093,0.0,2.8387163184399395,0.35227190315007084,-69.99399193795671,-2407.9120594857422
 0.12142425425831277,0.036859623805468464,0.5511499944745812,5.745898569810863,-118.49297224465442,0.0,2.772473128875123,0.3606887978769087,-89.43709941176228,-868.4413050546228
 0.14038680736381867,0.04927113920451482,0.6545276540553282,5.451674097130443,-120.45892481974178,0.0,2.698743711175719,0.37054278102026433,-103.67552112571353,-750.8704990688746
 0.15718575762898201,0.06176840600349267,0.7439314124820009,5.321984827353936,-122.3847959412167,0.0,2.618756444721214,0.38186063542326,-114.64234913943831,-652.8281732262247
 0.17246966575677855,0.07436446401563725,0.8241385584644009,5.247816547426692,-124.26742818333335,0.0,2.533741473247612,0.39467325714105095,-123.17741158707645,-558.4345558918653
 0.18662444636779507,0.087071709955215,0.8977352803114331,5.199425117882271,-126.10418122198207,0.0,2.4448959598323325,0.40901535952007484,-129.76202804720256,-465.18675499649777
 0.199901861126408,0.09990188520450423,0.9663157687355071,5.165198923953656,-127.89292319259818,0.0,2.353355483807813,0.42492517891175724,-134.72065180879923,-373.46304621387617
 0.2124768883461001,0.11286607020310267,1.030946873681271,5.139639367504011,-129.63201137764142,0.0,2.260172087762505,0.4424441861814012,-138.29697182045788,-284.39859009277126
 0.22447688954753833,0.12597468485234425,1.092384444734095,5.119797075141992,-131.32026435349047,0.0,2.166298938543971,0.46161680745323524,-140.68773390178475,-199.2301534970146
 0.23599787647635528,0.13923749425337256,1.1511869150597343,5.10394384517174,-132.95692776238116,0.0,2.0725811408359287,0.48249015698206765,-142.05930611699418,-119.04988901417393
 0.2471142400268783,0.15266361906015397,1.207780291258082,5.09099724394,-134.54163577704887,0.0,1.9797519506229757,0.5051137844240166,-142.55633215532623,-44.711207588085465
 0.25788489659010744,0.16626154972322593,1.2624978415424635,5.080242784008765,-136.07437013023574,0.0,1.8884334722650518,0.5295394382098967,-142.30649210555939,23.19636210663234
 0.268357346774964,0.1800391639202456,1.31560560841268,5.071188301951705,-137.55541832425965,0.0,1.7991408686511727,0.5558208461740444,-141.4232741985782,84.33727460058473
 0.27857045536764585,0.19400374650934385,1.367319505356524,5.063482530764354,-138.9853323494809,0.0,1.7122891435645415,0.5840135141651717,-140.0077177526377,138.60191861220773
 0.28855641486187567,0.20816201139484722,1.4178171755738085,5.056867118924691,-140.3648889505991,0.0,1.6282016431745356,0.6141745429333194,-138.1496291783838,186.07010926967237
 0.29834216916622536,0.22252012475702157,1.4672464600702555,5.051147102117215,-141.69505220572805,0.0,1.5471195447875188,0.6463624633074749,-135.92853588585518,226.97210899126787
 0.3079504695002409,0.237083729163547,1.5157315966661644,5.046172050249157,-142.97693893761885,0.0,1.4692117364760184,0.6806370893813798,-133.41451529701112,261.65091654596455
 0.3174006730598319,0.25185796814708566,1.5633778564001772,5.041823642587763,-144.21178726631916,0.0,1.3945846257862098,0.7170593892330062,-130.6689661141788,290.5280468848601
 0.3267093576240058,0.2668475108977263,1.6102750767095961,5.038007248619299,-145.40092844035104,0.0,1.3232915396210316,0.7556913726557816,-127.74535068128624,314.07396101320245
 0.335890801767261,0.28205657677963347,1.6565003984781628,5.034646080434359,-146.54576194807032,0.0,1.2553414857810115,0.7965959950553609,-124.6899169517157,332.7835667132068
 0.34495736515486736,0.2974889594364712,1.7021204173053242,5.031677039783581,-147.64773380973605,0.0,1.1907071352547065,0.8398370769703064,-121.54239865262393,347.1567080636423
 0.3539197933429002,0.3131480502997029,1.7471928962444176,5.02904770821784,-148.7083178787807,0.0,1.1293319558230634,0.8854792382733865,-118.33668809316485,357.68326308483313
 0.36278746469922674,0.32903686135723165,1.7917681451053167,5.026714124796393,-149.72899993405898,0.0,1.0711364804164305,0.9335878464443911,-115.10147526499017,364.8322877760414
 0.3715685923634357,0.3451580470773626,1.8358901426566596,5.0246391168163935,-150.71126431777625,0.0,1.0160237326046138,0.9842289780342666,-111.8608476358774,369.04458664474976
 0.3802703908614741,0.3615139254148456,1.8795974580622734,5.022791025954765,-151.656582862622,0.0,0.9638838571268966,1.0374693928174674,-108.6348465847449,370.7280801617881
 0.38889921463142996,0.3781064978523575,1.9229240137322585,5.021142721774074,-152.56640585180918,0.0,0.9145980198943695,1.093376519791169,-105.43997808311262,370.2553890086721
 0.3974606740056989,0.3949374684526611,1.9658997215928238,5.019670827350614,-153.44215476451996,0.0,0.8680416497728578,1.152018454715476,-102.2896768444377,367.96311247390827
 0.4059597329363501,0.4120082619143818,2.008551017355126,5.018355103820196,-154.28521657335784,0.0,0.8240870978711506,1.21346396829083,-99.19472446501753,364.1523614171499
 0.4144007918131858,0.42932004063848833,2.0509013118738366,5.017177955591596,-155.09693937842212,0.0,0.7826057880376318,1.2777825251043438,-96.16362317905966,359.0901722384556
 0.42278775801741936,0.4468737208234898,2.0929713745765106,5.016124028428525,-155.8786291817249,0.0,0.743469929485085,1.345044312273105,-93.20292752678624,353.01151574677164
